date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum
1950-01-01 00:00:00+00:00,8.995548,11.291571,6.7513194,10.1171255
1950-01-01 00:00:00+00:00,10.144205,12.204789,8.185283,2.5961344
1950-01-01 00:00:00+00:00,5.8428617,5.768006,4.7192464,3.9935338
1950-01-01 00:00:00+00:00,3.291519,6.2812247,0.70320916,0.31176624
1950-01-01 00:00:00+00:00,5.090175,6.644443,3.2871723,17.998936
1950-01-01 00:00:00+00:00,4.4388323,5.257661,3.8211358,1.4672694
1950-01-01 00:00:00+00:00,2.7374902,5.0708795,0.85509896,2.9979613
1950-01-01 00:00:00+00:00,0.9861474,2.3340986,-1.1609379,7.345907
1950-01-01 00:00:00+00:00,4.6348042,6.9473157,2.4730256,4.265623
1950-01-01 00:00:00+00:00,3.1334608,6.6105323,1.4569885,0.22748016
1950-01-01 00:00:00+00:00,7.582118,12.873752,2.8909519,0.67936003
1950-01-01 00:00:00+00:00,7.930775,12.73697,5.274915,0.0
1950-01-01 00:00:00+00:00,5.1794324,9.650188,2.4088783,0.0
1950-01-01 00:00:00+00:00,6.278089,7.813405,3.9428415,4.245042
1950-01-01 00:00:00+00:00,7.8267465,8.926624,6.2268043,0.81557536
1950-01-01 00:00:00+00:00,8.825404,9.589843,8.460769,3.3954759
1950-01-01 00:00:00+00:00,8.224061,9.75306,7.294731,3.821419
1950-01-01 00:00:00+00:00,9.172718,12.466279,6.2786946,4.097273
1950-01-01 00:00:00+00:00,2.8713748,6.4294963,0.0626578,0.07284494
1950-01-01 00:00:00+00:00,1.0200322,4.0927143,-0.853379,0.0
1950-01-01 00:00:00+00:00,1.2686889,1.7559322,1.1305841,1.2998025
1950-01-01 00:00:00+00:00,0.7173462,2.9691505,-1.2354523,0.14379637
1950-01-01 00:00:00+00:00,-1.3339971,2.8323684,-3.0514896,0.0
1950-01-01 00:00:00+00:00,0.2646602,1.9455864,-2.6675262,0.0712794
1950-01-01 00:00:00+00:00,6.0633173,7.3588047,3.616437,1.6323936
1950-01-01 00:00:00+00:00,6.7619743,8.022022,5.3004003,5.017588
1950-01-01 00:00:00+00:00,2.851592,5.470402,1.3842294,0.0704702
1950-01-01 00:00:00+00:00,2.0357862,4.6598773,-0.1320217,8.158366
1950-01-01 00:00:00+00:00,3.1199803,5.2493534,1.101727,3.649919
1950-01-01 00:00:00+00:00,0.4041743,2.5888286,-1.7645243,0.0
1950-01-01 00:00:00+00:00,-3.3616319,-1.9216956,-5.5807757,0.0
1950-01-01 00:00:00+00:00,-4.577438,-1.5322202,-6.2470274,0.20930283
1950-01-01 00:00:00+00:00,-4.0932436,-1.1427442,-7.0132785,0.0
1950-01-01 00:00:00+00:00,3.9909506,6.646731,-2.1295295,6.9482827
1950-01-01 00:00:00+00:00,8.375145,8.536208,7.9542193,2.0108488
1950-01-01 00:00:00+00:00,5.3593388,7.0256824,1.037968,1.4531128
1950-01-01 00:00:00+00:00,1.0435328,2.865158,-0.5782834,0.48336083
1950-01-01 00:00:00+00:00,2.6777267,4.1546345,0.55546534,8.062082
1950-01-01 00:00:00+00:00,1.961921,3.2441096,1.389214,3.7131083
1950-01-01 00:00:00+00:00,2.946115,4.533585,2.3229628,0.61753756
1950-01-01 00:00:00+00:00,2.880309,4.173061,2.3067114,0.0
1950-01-01 00:00:00+00:00,1.214503,2.3625364,0.14046022,0.0
1950-01-01 00:00:00+00:00,2.6486971,3.7520123,1.0742089,1.4316528
1950-01-01 00:00:00+00:00,0.68289125,2.2914882,-0.042042643,0.0
1950-01-01 00:00:00+00:00,-0.38291457,1.9309639,-1.6582936,0.0
1950-01-01 00:00:00+00:00,-1.7987205,-0.22956064,-2.9245455,0.0
1950-01-01 00:00:00+00:00,-2.4645267,-0.24008492,-3.590796,0.33788717
1950-01-01 00:00:00+00:00,0.26966742,1.5993906,-2.3070478,2.0228052
1950-01-01 00:00:00+00:00,3.4038615,4.9388666,1.5767013,5.651156
1950-01-01 00:00:00+00:00,0.83805573,2.228342,-0.08955005,0.33561945
1950-01-01 00:00:00+00:00,4.42225,4.767818,3.5441985,4.754978
1950-01-01 00:00:00+00:00,4.656444,4.707293,4.827947,11.693246
1950-01-01 00:00:00+00:00,2.740638,3.7467692,1.661696,3.4665782
1950-01-01 00:00:00+00:00,2.6248322,3.9362445,0.7454449,6.584567
1950-01-01 00:00:00+00:00,0.809026,1.7257202,0.47919378,0.26542392
1950-01-01 00:00:00+00:00,-0.10677996,1.2151958,-2.087058,0.0
1950-01-01 00:00:00+00:00,-1.1725857,0.8546715,-3.0533092,1.1888015
1950-01-01 00:00:00+00:00,-2.4883919,-2.2558527,-2.3195608,0.52710295
1950-01-01 00:00:00+00:00,-1.7041978,-1.6163772,-1.9858118,1.6432645
1950-01-01 00:00:00+00:00,-5.270004,-3.3769016,-7.0520625,0.590154
1950-01-01 00:00:00+00:00,-4.9358096,-1.8374258,-7.068314,0.26165646
1950-01-01 00:00:00+00:00,-8.751616,-7.5979505,-9.684566,0.0
1950-01-01 00:00:00+00:00,-8.66742,-6.958474,-9.800817,0.06509509
1950-01-01 00:00:00+00:00,-6.3832273,-6.318999,-6.617068,0.25973848
1950-01-01 00:00:00+00:00,-3.1490335,-1.9295231,-5.08332,2.3966188
1950-01-01 00:00:00+00:00,-2.7648396,-2.2900474,-3.649571,0.3230585
1950-01-01 00:00:00+00:00,-4.8806453,-4.5005717,-6.515822,0.64449257
1950-01-01 00:00:00+00:00,-5.8464513,-4.6110964,-7.3320737,0.90000606
1950-01-01 00:00:00+00:00,-3.5622573,-3.0716205,-4.5983243,2.6931398
1950-01-01 00:00:00+00:00,-5.478063,-3.032145,-6.314576,0.19187382
1950-01-01 00:00:00+00:00,0.40613118,0.80733097,-1.3308274,4.593083
